panel,curve,t_s_after_0121,value
true_airspeed,ink_top,170.974,487.2587
true_airspeed,ink_bottom,171.594,486.6409
true_airspeed,ink_top,171.594,487.2587
true_airspeed,ink_bottom,172.214,486.6409
true_airspeed,ink_top,172.214,487.2587
true_airspeed,ink_bottom,172.834,486.6409
true_airspeed,ink_top,172.834,487.2587
true_airspeed,ink_bottom,173.454,486.6409
true_airspeed,ink_top,173.454,487.2587
true_airspeed,ink_bottom,174.074,486.6409
true_airspeed,ink_top,174.074,487.2587
true_airspeed,ink_bottom,174.694,486.6409
true_airspeed,ink_top,174.694,487.2587
true_airspeed,ink_bottom,175.314,486.6409
true_airspeed,ink_top,175.314,487.2587
true_airspeed,ink_bottom,175.934,486.6409
true_airspeed,ink_top,175.934,487.2587
true_airspeed,ink_bottom,176.554,486.6409
true_airspeed,ink_top,176.554,487.2587
true_airspeed,ink_bottom,177.174,486.6409
true_airspeed,ink_top,177.174,487.2587
true_airspeed,ink_bottom,177.795,486.6409
true_airspeed,ink_top,177.795,487.2587
true_airspeed,ink_bottom,178.415,486.6409
true_airspeed,ink_top,178.415,487.2587
true_airspeed,ink_bottom,179.035,486.6409
true_airspeed,ink_top,179.035,486.6409
true_airspeed,ink_bottom,179.655,486.6409
true_airspeed,ink_top,179.655,486.6409
true_airspeed,ink_bottom,180.275,486.6409
true_airspeed,ink_top,180.275,486.6409
true_airspeed,ink_bottom,180.895,486.6409
true_airspeed,ink_top,180.895,486.6409
true_airspeed,ink_bottom,181.515,486.6409
true_airspeed,ink_top,181.515,486.6409
true_airspeed,ink_bottom,182.135,486.6409
true_airspeed,ink_top,182.135,487.2587
true_airspeed,ink_bottom,182.755,486.6409
true_airspeed,ink_top,182.755,487.2587
true_airspeed,ink_bottom,183.375,487.2587
true_airspeed,ink_top,183.375,487.2587
true_airspeed,ink_bottom,183.995,487.2587
true_airspeed,ink_top,183.995,487.8764
true_airspeed,ink_bottom,184.615,487.2587
true_airspeed,ink_top,184.615,487.8764
true_airspeed,ink_bottom,185.235,487.2587
true_airspeed,ink_top,185.235,487.8764
true_airspeed,ink_bottom,185.855,487.2587
true_airspeed,ink_top,185.855,487.8764
true_airspeed,ink_bottom,186.475,487.8764
true_airspeed,ink_top,186.475,488.4942
true_airspeed,ink_bottom,187.095,487.8764
true_airspeed,ink_top,187.095,488.4942
true_airspeed,ink_bottom,187.715,487.8764
true_airspeed,ink_top,187.715,488.4942
true_airspeed,ink_bottom,188.335,487.8764
true_airspeed,ink_top,188.335,488.4942
true_airspeed,ink_bottom,188.955,488.4942
true_airspeed,ink_top,188.955,489.1120
true_airspeed,ink_bottom,189.575,488.4942
true_airspeed,ink_top,189.575,489.1120
true_airspeed,ink_bottom,190.195,487.8764
true_airspeed,ink_top,190.195,488.4942
true_airspeed,ink_bottom,190.815,487.8764
true_airspeed,ink_top,190.815,488.4942
true_airspeed,ink_bottom,191.435,487.2587
true_airspeed,ink_top,191.435,487.8764
true_airspeed,ink_bottom,192.055,486.6409
true_airspeed,ink_top,192.055,487.2587
true_airspeed,ink_bottom,192.675,486.6409
true_airspeed,ink_top,192.675,487.2587
true_airspeed,ink_bottom,193.295,486.0232
true_airspeed,ink_top,193.295,486.6409
true_airspeed,ink_bottom,193.915,486.0232
true_airspeed,ink_top,193.915,486.6409
true_airspeed,ink_bottom,194.535,486.0232
true_airspeed,ink_top,194.535,486.6409
true_airspeed,ink_bottom,195.155,486.0232
true_airspeed,ink_top,195.155,486.0232
true_airspeed,ink_bottom,195.775,485.4054
true_airspeed,ink_top,195.775,486.0232
true_airspeed,ink_bottom,196.395,485.4054
true_airspeed,ink_top,196.395,486.0232
true_airspeed,ink_bottom,197.015,485.4054
true_airspeed,ink_top,197.015,486.0232
true_airspeed,ink_bottom,197.635,485.4054
true_airspeed,ink_top,197.635,486.0232
true_airspeed,ink_bottom,198.255,484.7876
true_airspeed,ink_top,198.255,486.0232
true_airspeed,ink_bottom,198.875,482.9344
true_airspeed,ink_top,198.875,485.4054
true_airspeed,ink_bottom,199.495,481.6988
true_airspeed,ink_top,199.495,484.1699
true_airspeed,ink_bottom,200.115,481.0811
true_airspeed,ink_top,200.115,482.9344
true_airspeed,ink_bottom,200.735,481.0811
true_airspeed,ink_top,200.735,481.6988
true_airspeed,ink_bottom,201.355,480.4633
true_airspeed,ink_top,201.355,481.0811
true_airspeed,ink_bottom,201.975,479.2278
true_airspeed,ink_top,201.975,481.0811
true_airspeed,ink_bottom,202.595,477.9923
true_airspeed,ink_top,202.595,480.4633
true_airspeed,ink_bottom,203.215,476.1390
true_airspeed,ink_top,203.215,479.2278
true_airspeed,ink_bottom,203.835,474.9035
true_airspeed,ink_top,203.835,477.9923
true_airspeed,ink_bottom,204.455,474.2857
true_airspeed,ink_top,204.455,476.1390
true_airspeed,ink_bottom,205.075,474.2857
true_airspeed,ink_top,205.075,476.1390
true_airspeed,ink_bottom,205.695,474.2857
true_airspeed,ink_top,205.695,477.9923
true_airspeed,ink_bottom,206.315,475.5212
true_airspeed,ink_top,206.315,479.2278
true_airspeed,ink_bottom,206.935,477.3745
true_airspeed,ink_top,206.935,479.2278
true_airspeed,ink_bottom,207.555,477.3745
true_airspeed,ink_top,207.555,479.2278
true_airspeed,ink_bottom,208.175,476.7568
true_airspeed,ink_top,208.175,478.6100
true_airspeed,ink_bottom,208.795,476.7568
true_airspeed,ink_top,208.795,481.0811
true_airspeed,ink_bottom,209.415,477.3745
true_airspeed,ink_top,209.415,483.5521
true_airspeed,ink_bottom,210.035,479.2278
true_airspeed,ink_top,210.035,492.2008
true_airspeed,ink_bottom,210.655,482.9344
true_airspeed,ink_top,210.655,501.4672
true_airspeed,ink_bottom,211.275,485.4054
true_airspeed,ink_top,211.275,506.4093
true_airspeed,ink_bottom,211.895,494.0541
true_airspeed,ink_top,211.895,507.0270
true_airspeed,ink_bottom,212.516,478.6100
true_airspeed,ink_top,212.516,506.4093
true_airspeed,ink_bottom,213.136,472.4324
true_airspeed,ink_top,213.136,503.9382
true_airspeed,ink_bottom,213.756,472.4324
true_airspeed,ink_top,213.756,489.7297
true_airspeed,ink_bottom,214.376,462.5483
true_airspeed,ink_top,214.376,476.7568
true_airspeed,ink_bottom,214.996,455.7529
true_airspeed,ink_top,214.996,476.1390
true_airspeed,ink_bottom,215.616,454.5174
true_airspeed,ink_top,215.616,473.0502
true_airspeed,ink_bottom,216.236,453.2819
true_airspeed,ink_top,216.236,455.7529
true_airspeed,ink_bottom,216.856,451.4286
true_airspeed,ink_top,216.856,453.8996
true_airspeed,ink_bottom,217.476,450.1931
true_airspeed,ink_top,217.476,453.2819
true_airspeed,ink_bottom,218.096,449.5753
true_airspeed,ink_top,218.096,452.0463
true_airspeed,ink_bottom,218.716,448.3398
true_airspeed,ink_top,218.716,450.1931
true_airspeed,ink_bottom,219.336,447.1042
true_airspeed,ink_top,219.336,448.9575
true_airspeed,ink_bottom,219.956,444.6332
true_airspeed,ink_top,219.956,448.3398
true_airspeed,ink_bottom,220.576,440.9266
true_airspeed,ink_top,220.576,447.1042
true_airspeed,ink_bottom,221.196,440.9266
true_airspeed,ink_top,221.196,444.6332
true_airspeed,ink_bottom,221.816,440.9266
true_airspeed,ink_top,221.816,442.7799
true_airspeed,ink_bottom,228.636,440.9266
true_airspeed,ink_top,228.636,441.5444
true_airspeed,ink_bottom,229.256,440.9266
true_airspeed,ink_top,229.256,442.7799
true_airspeed,ink_bottom,229.876,441.5444
true_airspeed,ink_top,229.876,443.3977
true_airspeed,ink_bottom,230.496,442.1622
true_airspeed,ink_top,230.496,443.3977
true_airspeed,ink_bottom,231.116,442.7799
true_airspeed,ink_top,231.116,444.0154
true_airspeed,ink_bottom,231.736,443.3977
true_airspeed,ink_top,231.736,443.3977
true_airspeed,ink_bottom,232.356,443.3977
true_airspeed,ink_top,232.356,444.0154
true_airspeed,ink_bottom,232.976,443.3977
true_airspeed,ink_top,232.976,444.6332
true_airspeed,ink_bottom,233.596,444.0154
true_airspeed,ink_top,233.596,444.6332
true_airspeed,ink_bottom,234.216,444.0154
true_airspeed,ink_top,234.216,444.6332
true_airspeed,ink_bottom,234.836,444.0154
true_airspeed,ink_top,234.836,444.6332
true_airspeed,ink_bottom,235.456,444.0154
true_airspeed,ink_top,235.456,444.6332
true_airspeed,ink_bottom,236.076,444.0154
true_airspeed,ink_top,236.076,445.2510
true_airspeed,ink_bottom,236.696,444.6332
true_airspeed,ink_top,236.696,445.8687
true_airspeed,ink_bottom,237.316,445.2510
true_airspeed,ink_top,237.316,446.4865
true_airspeed,ink_bottom,239.176,448.3398
true_airspeed,ink_top,239.176,448.3398
true_airspeed,ink_bottom,239.796,448.3398
true_airspeed,ink_top,239.796,448.9575
true_airspeed,ink_bottom,240.416,448.3398
true_airspeed,ink_top,240.416,449.5753
true_airspeed,ink_bottom,241.036,448.9575
true_airspeed,ink_top,241.036,450.1931
true_airspeed,ink_bottom,241.656,449.5753
true_airspeed,ink_top,241.656,450.1931
true_airspeed,ink_bottom,242.276,449.5753
true_airspeed,ink_top,242.276,450.8108
true_airspeed,ink_bottom,242.896,450.1931
true_airspeed,ink_top,242.896,452.0463
true_airspeed,ink_bottom,243.516,450.8108
true_airspeed,ink_top,243.516,452.6641
true_airspeed,ink_bottom,244.136,452.0463
true_airspeed,ink_top,244.136,453.2819
true_airspeed,ink_bottom,244.756,452.6641
true_airspeed,ink_top,244.756,453.8996
true_airspeed,ink_bottom,245.376,453.2819
true_airspeed,ink_top,245.376,454.5174
true_airspeed,ink_bottom,245.996,453.8996
true_airspeed,ink_top,245.996,454.5174
true_airspeed,ink_bottom,246.616,453.8996
true_airspeed,ink_top,246.616,455.1351
true_airspeed,ink_bottom,247.236,454.5174
true_airspeed,ink_top,247.236,455.7529
true_airspeed,ink_bottom,247.857,455.1351
true_airspeed,ink_top,247.857,455.7529
true_airspeed,ink_bottom,248.477,455.1351
true_airspeed,ink_top,248.477,455.7529
true_airspeed,ink_bottom,249.097,455.1351
true_airspeed,ink_top,249.097,455.7529
true_airspeed,ink_bottom,249.717,455.1351
true_airspeed,ink_top,249.717,455.7529
true_airspeed,ink_bottom,250.337,455.1351
true_airspeed,ink_top,250.337,456.3707
true_airspeed,ink_bottom,250.957,455.7529
true_airspeed,ink_top,250.957,456.3707
true_airspeed,ink_bottom,251.577,455.7529
true_airspeed,ink_top,251.577,456.3707
true_airspeed,ink_bottom,252.197,455.7529
true_airspeed,ink_top,252.197,456.3707
true_airspeed,ink_bottom,252.817,455.7529
true_airspeed,ink_top,252.817,456.9884
true_airspeed,ink_bottom,253.437,456.3707
true_airspeed,ink_top,253.437,456.9884
true_airspeed,ink_bottom,254.057,456.3707
true_airspeed,ink_top,254.057,457.6062
true_airspeed,ink_bottom,254.677,456.9884
true_airspeed,ink_top,254.677,458.2239
true_airspeed,ink_bottom,255.297,457.6062
true_airspeed,ink_top,255.297,458.2239
true_airspeed,ink_bottom,255.917,458.2239
true_airspeed,ink_top,255.917,458.8417
true_airspeed,ink_bottom,256.537,458.2239
true_airspeed,ink_top,256.537,459.4595
true_airspeed,ink_bottom,257.157,458.8417
true_airspeed,ink_top,257.157,459.4595
true_airspeed,ink_bottom,257.777,458.8417
true_airspeed,ink_top,257.777,460.0772
true_airspeed,ink_bottom,258.397,459.4595
true_airspeed,ink_top,258.397,460.0772
true_airspeed,ink_bottom,259.017,459.4595
true_airspeed,ink_top,259.017,460.0772
true_airspeed,ink_bottom,259.637,459.4595
true_airspeed,ink_top,259.637,460.6950
true_airspeed,ink_bottom,260.257,460.0772
true_airspeed,ink_top,260.257,460.6950
true_airspeed,ink_bottom,260.877,460.0772
true_airspeed,ink_top,260.877,461.3127
true_airspeed,ink_bottom,261.497,460.6950
true_airspeed,ink_top,261.497,461.9305
true_airspeed,ink_bottom,262.117,461.3127
true_airspeed,ink_top,262.117,462.5483
true_airspeed,ink_bottom,262.737,461.9305
true_airspeed,ink_top,262.737,463.1660
true_airspeed,ink_bottom,263.357,462.5483
true_airspeed,ink_top,263.357,463.7838
true_airspeed,ink_bottom,263.977,463.1660
true_airspeed,ink_top,263.977,463.7838
true_airspeed,ink_bottom,264.597,463.1660
true_airspeed,ink_top,264.597,464.4015
true_airspeed,ink_bottom,265.217,463.7838
true_airspeed,ink_top,265.217,464.4015
true_airspeed,ink_bottom,265.837,463.7838
true_airspeed,ink_top,265.837,465.6371
true_airspeed,ink_bottom,266.457,464.4015
true_airspeed,ink_top,266.457,465.6371
true_airspeed,ink_bottom,267.077,465.0193
true_airspeed,ink_top,267.077,466.2548
true_airspeed,ink_bottom,267.697,465.6371
true_airspeed,ink_top,267.697,466.2548
true_airspeed,ink_bottom,268.317,465.6371
true_airspeed,ink_top,268.317,466.2548
true_airspeed,ink_bottom,268.937,465.6371
true_airspeed,ink_top,268.937,465.6371
true_airspeed,ink_bottom,269.557,465.6371
true_airspeed,ink_top,269.557,466.2548
true_airspeed,ink_bottom,270.177,465.6371
true_airspeed,ink_top,270.177,466.2548
true_airspeed,ink_bottom,270.797,465.6371
true_airspeed,ink_top,270.797,466.8726
true_airspeed,ink_bottom,271.417,466.2548
true_airspeed,ink_top,271.417,467.4903
true_airspeed,ink_bottom,272.037,466.8726
true_airspeed,ink_top,272.037,467.4903
true_airspeed,ink_bottom,272.657,466.8726
true_airspeed,ink_top,272.657,468.1081
true_airspeed,ink_bottom,273.277,467.4903
true_airspeed,ink_top,273.277,468.1081
true_airspeed,ink_bottom,273.897,467.4903
true_airspeed,ink_top,273.897,468.1081
true_airspeed,ink_bottom,274.517,467.4903
true_airspeed,ink_top,274.517,468.7259
true_airspeed,ink_bottom,275.137,468.1081
true_airspeed,ink_top,275.137,468.7259
true_airspeed,ink_bottom,275.757,467.4903
true_airspeed,ink_top,275.757,468.1081
true_airspeed,ink_bottom,276.377,467.4903
true_airspeed,ink_top,276.377,468.1081
true_airspeed,ink_bottom,276.997,466.8726
true_airspeed,ink_top,276.997,467.4903
true_airspeed,ink_bottom,277.617,466.8726
true_airspeed,ink_top,277.617,467.4903
true_airspeed,ink_bottom,278.237,466.8726
true_airspeed,ink_top,278.237,467.4903
true_airspeed,ink_bottom,278.857,466.8726
true_airspeed,ink_top,278.857,467.4903
true_airspeed,ink_bottom,279.477,467.4903
true_airspeed,ink_top,279.477,468.1081
true_airspeed,ink_bottom,280.097,467.4903
true_airspeed,ink_top,280.097,469.3436
true_airspeed,ink_bottom,280.717,468.1081
true_airspeed,ink_top,280.717,469.9614
true_airspeed,ink_bottom,281.337,468.7259
true_airspeed,ink_top,281.337,471.1969
true_airspeed,ink_bottom,281.957,469.9614
true_airspeed,ink_top,281.957,472.4324
true_airspeed,ink_bottom,282.578,471.1969
true_airspeed,ink_top,282.578,473.6680
true_airspeed,ink_bottom,283.198,472.4324
true_airspeed,ink_top,283.198,474.2857
true_airspeed,ink_bottom,283.818,473.6680
true_airspeed,ink_top,283.818,474.9035
true_airspeed,ink_bottom,284.438,474.2857
true_airspeed,ink_top,284.438,475.5212
true_airspeed,ink_bottom,285.058,474.9035
true_airspeed,ink_top,285.058,476.1390
true_airspeed,ink_bottom,285.678,475.5212
true_airspeed,ink_top,285.678,476.7568
true_airspeed,ink_bottom,286.298,476.1390
true_airspeed,ink_top,286.298,477.3745
true_airspeed,ink_bottom,286.918,476.1390
true_airspeed,ink_top,286.918,477.3745
true_airspeed,ink_bottom,287.538,476.7568
true_airspeed,ink_top,287.538,477.9923
true_airspeed,ink_bottom,288.158,477.3745
true_airspeed,ink_top,288.158,477.9923
true_airspeed,ink_bottom,288.778,477.3745
true_airspeed,ink_top,288.778,477.9923
true_airspeed,ink_bottom,289.398,477.3745
true_airspeed,ink_top,289.398,477.9923
true_airspeed,ink_bottom,290.018,477.3745
true_airspeed,ink_top,290.018,477.9923
true_airspeed,ink_bottom,290.638,477.3745
true_airspeed,ink_top,290.638,477.3745
true_airspeed,ink_bottom,291.258,477.3745
true_airspeed,ink_top,291.258,477.9923
true_airspeed,ink_bottom,291.878,477.3745
true_airspeed,ink_top,291.878,477.9923
true_airspeed,ink_bottom,292.498,477.3745
true_airspeed,ink_top,292.498,477.9923
true_airspeed,ink_bottom,293.118,477.3745
true_airspeed,ink_top,293.118,477.9923
true_airspeed,ink_bottom,293.738,477.3745
true_airspeed,ink_top,293.738,477.9923
true_airspeed,ink_bottom,294.358,477.3745
true_airspeed,ink_top,294.358,477.9923
true_airspeed,ink_bottom,294.978,477.3745
true_airspeed,ink_top,294.978,477.9923
true_airspeed,ink_bottom,295.598,477.3745
true_airspeed,ink_top,295.598,477.9923
true_airspeed,ink_bottom,296.218,477.9923
true_airspeed,ink_top,296.218,478.6100
true_airspeed,ink_bottom,296.838,477.9923
true_airspeed,ink_top,296.838,479.2278
true_airspeed,ink_bottom,297.458,478.6100
true_airspeed,ink_top,297.458,479.2278
true_airspeed,ink_bottom,298.078,478.6100
true_airspeed,ink_top,298.078,479.2278
true_airspeed,ink_bottom,298.698,479.2278
true_airspeed,ink_top,298.698,479.2278
altitude,barometric,2.084,37009.8191
altitude,barometric,2.705,37009.8191
altitude,barometric,3.326,37008.2687
altitude,barometric,3.947,37009.8191
altitude,barometric,4.568,37011.3695
altitude,barometric,5.188,37009.8191
altitude,barometric,5.809,37009.8191
altitude,barometric,6.430,37008.2687
altitude,barometric,7.051,37008.2687
altitude,barometric,7.672,37008.2687
altitude,barometric,8.293,37008.2687
altitude,barometric,8.914,37008.2687
altitude,barometric,9.534,37008.2687
altitude,barometric,10.155,37008.2687
altitude,barometric,10.776,37008.2687
altitude,barometric,11.397,37008.2687
altitude,barometric,12.018,37005.1680
altitude,barometric,12.639,37005.1680
altitude,barometric,13.259,37005.1680
altitude,barometric,13.880,37005.1680
altitude,barometric,14.501,37005.1680
altitude,barometric,15.122,37005.1680
altitude,barometric,15.743,37005.1680
altitude,barometric,16.364,37005.1680
altitude,barometric,16.984,37005.1680
altitude,barometric,17.605,37005.1680
altitude,barometric,18.226,37003.6176
altitude,barometric,18.847,37003.6176
altitude,barometric,19.468,37003.6176
altitude,barometric,20.089,37003.6176
altitude,barometric,20.710,37003.6176
altitude,barometric,21.330,37003.6176
altitude,barometric,21.951,37005.1680
altitude,barometric,22.572,37005.1680
altitude,barometric,23.193,37005.1680
altitude,barometric,23.814,37005.1680
altitude,barometric,24.435,37005.1680
altitude,barometric,25.055,37005.1680
altitude,barometric,25.676,37005.1680
altitude,barometric,26.297,37005.1680
altitude,barometric,26.918,37005.1680
altitude,barometric,27.539,37006.7183
altitude,barometric,28.160,37008.2687
altitude,barometric,28.780,37009.8191
altitude,barometric,29.401,37009.8191
altitude,barometric,30.022,37009.8191
altitude,barometric,30.643,37011.3695
altitude,barometric,31.264,37011.3695
altitude,barometric,31.885,37014.4703
altitude,barometric,32.506,37012.9199
altitude,barometric,33.126,37014.4703
altitude,barometric,33.747,37014.4703
altitude,barometric,34.368,37017.5711
altitude,barometric,34.989,37017.5711
altitude,barometric,35.610,37017.5711
altitude,barometric,36.231,37017.5711
altitude,barometric,36.851,37017.5711
altitude,barometric,37.472,37019.1214
altitude,barometric,38.093,37017.5711
altitude,barometric,38.714,37017.5711
altitude,barometric,39.335,37017.5711
altitude,barometric,39.956,37017.5711
altitude,barometric,40.576,37017.5711
altitude,barometric,41.197,37020.6718
altitude,barometric,41.818,37020.6718
altitude,barometric,42.439,37020.6718
altitude,barometric,43.060,37020.6718
altitude,barometric,43.681,37020.6718
altitude,barometric,44.302,37022.2222
altitude,barometric,44.922,37023.7726
altitude,barometric,45.543,37023.7726
altitude,barometric,46.164,37022.2222
altitude,barometric,46.785,37022.2222
altitude,barometric,47.406,37022.2222
altitude,barometric,48.027,37020.6718
altitude,barometric,48.647,37020.6718
altitude,barometric,49.268,37017.5711
altitude,barometric,49.889,37016.0207
altitude,barometric,50.510,37014.4703
altitude,barometric,51.131,37012.9199
altitude,barometric,51.752,37011.3695
altitude,barometric,52.373,37011.3695
altitude,barometric,52.993,37011.3695
altitude,barometric,53.614,37011.3695
altitude,barometric,54.235,37011.3695
altitude,barometric,54.856,37011.3695
altitude,barometric,55.477,37011.3695
altitude,barometric,56.098,37012.9199
altitude,barometric,56.718,37011.3695
altitude,barometric,57.339,37011.3695
altitude,barometric,57.960,37009.8191
altitude,barometric_on_axis,58.581,37000.5168
altitude,barometric_on_axis,59.202,37000.5168
altitude,barometric_on_axis,59.823,37000.5168
altitude,barometric_on_axis,60.443,37000.5168
altitude,barometric_on_axis,61.064,37000.5168
altitude,barometric_on_axis,61.685,37000.5168
altitude,barometric,62.306,36997.4160
altitude,barometric,62.927,36997.4160
altitude,barometric,63.548,36997.4160
altitude,barometric,64.169,36997.4160
altitude,barometric,64.789,36997.4160
altitude,barometric,65.410,36997.4160
altitude,barometric,66.031,36995.8656
altitude,barometric,66.652,36995.8656
altitude,barometric,67.273,36995.8656
altitude,barometric,67.894,36995.8656
altitude,barometric,68.514,36995.8656
altitude,barometric,69.135,36995.8656
altitude,barometric,69.756,36995.8656
altitude,barometric,70.377,36994.3152
altitude,barometric,70.998,36994.3152
altitude,barometric,71.619,36995.8656
altitude,barometric,72.239,36995.8656
altitude,barometric,72.860,36994.3152
altitude,barometric,73.481,36995.8656
altitude,barometric,74.102,36995.8656
altitude,barometric,74.723,36995.8656
altitude,barometric,75.344,36997.4160
altitude,barometric,75.965,36997.4160
altitude,barometric,76.585,37003.6176
altitude,barometric,77.206,37003.6176
altitude,barometric,77.827,37005.1680
altitude,barometric,78.448,37005.1680
altitude,barometric,79.069,37006.7183
altitude,barometric,79.690,37006.7183
altitude,barometric,80.310,37006.7183
altitude,barometric,80.931,37008.2687
altitude,barometric,81.552,37008.2687
altitude,barometric,82.173,37008.2687
altitude,barometric,82.794,37008.2687
altitude,barometric,83.415,37011.3695
altitude,barometric,84.035,37014.4703
altitude,barometric,84.656,37017.5711
altitude,barometric,85.277,37020.6718
altitude,barometric,85.898,37022.2222
altitude,barometric,86.519,37023.7726
altitude,barometric,87.140,37026.8734
altitude,barometric,87.761,37026.8734
altitude,barometric,88.381,37028.4238
altitude,barometric,89.002,37028.4238
altitude,barometric,89.623,37028.4238
altitude,barometric,90.244,37028.4238
altitude,barometric,90.865,37028.4238
altitude,barometric,91.486,37028.4238
altitude,barometric,92.106,37029.9742
altitude,barometric,92.727,37029.9742
altitude,barometric,93.348,37029.9742
altitude,barometric,93.969,37029.9742
altitude,barometric,94.590,37029.9742
altitude,barometric,95.211,37029.9742
altitude,barometric,95.831,37031.5245
altitude,barometric,96.452,37033.0749
altitude,barometric,97.073,37033.0749
altitude,barometric,97.694,37033.0749
altitude,barometric,98.315,37033.0749
altitude,barometric,98.936,37033.0749
altitude,barometric,99.557,37033.0749
altitude,barometric,100.177,37033.0749
altitude,barometric,100.798,37033.0749
altitude,barometric,101.419,37033.0749
altitude,barometric,102.040,37033.0749
altitude,barometric,102.661,37033.0749
altitude,barometric,103.282,37033.0749
altitude,barometric,103.902,37033.0749
altitude,barometric,104.523,37033.0749
altitude,barometric,105.144,37033.0749
altitude,barometric,105.765,37034.6253
altitude,barometric,106.386,37034.6253
altitude,barometric,107.007,37033.0749
altitude,barometric,107.627,37033.0749
altitude,barometric,108.248,37033.0749
altitude,barometric,108.869,37033.0749
altitude,barometric,109.490,37034.6253
altitude,barometric,110.111,37033.0749
altitude,barometric,110.732,37033.0749
altitude,barometric,111.353,37033.0749
altitude,barometric,111.973,37033.0749
altitude,barometric,112.594,37033.0749
altitude,barometric,113.215,37033.0749
altitude,barometric,113.836,37033.0749
altitude,barometric,114.457,37034.6253
altitude,barometric,115.078,37036.1757
altitude,barometric,115.698,37036.1757
altitude,barometric,116.319,37036.1757
altitude,barometric,116.940,37039.2765
altitude,barometric,117.561,37039.2765
altitude,barometric,118.182,37040.8269
altitude,barometric,118.803,37040.8269
altitude,barometric,119.424,37039.2765
altitude,barometric,120.044,37039.2765
altitude,barometric,120.665,37039.2765
altitude,barometric,121.286,37036.1757
altitude,barometric,121.907,37036.1757
altitude,barometric,122.528,37036.1757
altitude,barometric,123.149,37036.1757
altitude,barometric,123.769,37036.1757
altitude,barometric,124.390,37036.1757
altitude,barometric,125.011,37036.1757
altitude,barometric,125.632,37036.1757
altitude,barometric,126.253,37036.1757
altitude,barometric,126.874,37036.1757
altitude,barometric,127.494,37037.7261
altitude,barometric,128.115,37037.7261
altitude,barometric,128.736,37037.7261
altitude,barometric,129.357,37039.2765
altitude,barometric,129.978,37039.2765
altitude,barometric,130.599,37042.3773
altitude,barometric,131.220,37042.3773
altitude,barometric,131.840,37042.3773
altitude,barometric,132.461,37042.3773
altitude,barometric,133.082,37040.8269
altitude,barometric,133.703,37039.2765
altitude,barometric,134.324,37039.2765
altitude,barometric,134.945,37039.2765
altitude,barometric,135.565,37037.7261
altitude,barometric,136.186,37037.7261
altitude,barometric,136.807,37036.1757
altitude,barometric,137.428,37036.1757
altitude,barometric,138.049,37036.1757
altitude,barometric,138.670,37036.1757
altitude,barometric,139.290,37036.1757
altitude,barometric,139.911,37036.1757
altitude,barometric,140.532,37036.1757
altitude,barometric,141.153,37036.1757
altitude,barometric,141.774,37034.6253
altitude,barometric,142.395,37034.6253
altitude,barometric,143.016,37033.0749
altitude,barometric,143.636,37033.0749
altitude,barometric,144.257,37033.0749
altitude,barometric,144.878,37033.0749
altitude,barometric,145.499,37031.5245
altitude,barometric,146.120,37029.9742
altitude,barometric,146.741,37029.9742
altitude,barometric,147.361,37029.9742
altitude,barometric,147.982,37026.8734
altitude,barometric,148.603,37026.8734
altitude,barometric,149.224,37025.3230
altitude,barometric,149.845,37023.7726
altitude,barometric,150.466,37022.2222
altitude,barometric,151.086,37020.6718
altitude,barometric,151.707,37020.6718
altitude,barometric,152.328,37020.6718
altitude,barometric,152.949,37019.1214
altitude,barometric,153.570,37019.1214
altitude,barometric,154.191,37017.5711
altitude,barometric,154.812,37017.5711
altitude,barometric,155.432,37017.5711
altitude,barometric,156.053,37016.0207
altitude,barometric,156.674,37014.4703
altitude,barometric,157.295,37014.4703
altitude,barometric,157.916,37014.4703
altitude,barometric,158.537,37014.4703
altitude,barometric,159.157,37012.9199
altitude,barometric,159.778,37011.3695
altitude,barometric,160.399,37011.3695
altitude,barometric,161.020,37011.3695
altitude,barometric,161.641,37011.3695
altitude,barometric,162.262,37011.3695
altitude,barometric,162.882,37009.8191
altitude,barometric,163.503,37009.8191
altitude,barometric,164.124,37008.2687
altitude,barometric,164.745,37008.2687
altitude,barometric,165.366,37008.2687
altitude,barometric,165.987,37006.7183
altitude,barometric,166.608,37005.1680
altitude,barometric,167.228,37005.1680
altitude,barometric,167.849,37005.1680
altitude,barometric,168.470,37005.1680
altitude,barometric,169.091,37005.1680
altitude,barometric,169.712,37006.7183
altitude,barometric,170.333,37008.2687
altitude,barometric,170.953,37011.3695
altitude,barometric,171.574,37011.3695
altitude,barometric,172.195,37014.4703
altitude,barometric,172.816,37014.4703
altitude,barometric,173.437,37014.4703
altitude,barometric,174.058,37014.4703
altitude,barometric,174.678,37014.4703
altitude,barometric,175.299,37014.4703
altitude,barometric,175.920,37014.4703
altitude,barometric,176.541,37011.3695
altitude,barometric,177.162,37011.3695
altitude,barometric,177.783,37008.7855
altitude,barometric,178.404,37011.3695
altitude,barometric_on_axis,179.024,37000.5168
altitude,barometric_on_axis,179.645,37000.5168
altitude,barometric_on_axis,180.266,37000.5168
altitude,barometric_on_axis,180.887,37000.5168
altitude,barometric_on_axis,181.508,37000.5168
altitude,barometric,182.129,37008.2687
altitude,barometric,182.749,37008.2687
altitude,barometric,183.370,37009.8191
altitude,barometric,183.991,37011.3695
altitude,barometric,184.612,37011.3695
altitude,barometric,185.233,37011.3695
altitude,barometric,185.854,37012.9199
altitude,barometric,186.475,37016.0207
