panel,curve,t_s_after_0121,value
vertical_wind,ink_top,80.402,-1.7504
vertical_wind,ink_bottom,81.020,-2.5114
vertical_wind,ink_top,81.020,-1.7504
vertical_wind,ink_bottom,81.638,-2.5114
vertical_wind,ink_top,81.638,-0.9893
vertical_wind,ink_bottom,82.257,-1.7504
vertical_wind,ink_top,82.257,-0.9893
vertical_wind,ink_bottom,82.875,-1.7504
vertical_wind,ink_top,82.875,-0.9893
vertical_wind,ink_bottom,83.493,-0.9893
vertical_wind,ink_top,83.493,-0.2283
vertical_wind,ink_bottom,84.111,-1.7504
vertical_wind,ink_top,84.111,-0.2283
vertical_wind,ink_bottom,84.730,-1.7504
vertical_wind,ink_top,84.730,-0.9893
vertical_wind,ink_bottom,85.348,-1.7504
vertical_wind,ink_top,85.348,-0.2283
vertical_wind,ink_bottom,85.966,-1.7504
vertical_wind,ink_top,85.966,-0.9893
vertical_wind,ink_bottom,86.584,-3.2725
vertical_wind,ink_top,86.584,-0.9893
vertical_wind,ink_bottom,87.202,-3.2725
vertical_wind,ink_top,87.202,-0.9893
vertical_wind,ink_bottom,87.821,-3.2725
vertical_wind,ink_top,87.821,0.5327
vertical_wind,ink_bottom,88.439,-2.5114
vertical_wind,ink_top,88.439,0.5327
vertical_wind,ink_bottom,89.057,-4.0335
vertical_wind,ink_top,89.057,-0.2283
vertical_wind,ink_bottom,89.675,-4.7945
vertical_wind,ink_top,89.675,-1.7504
vertical_wind,ink_bottom,90.294,-5.5556
vertical_wind,ink_top,90.294,-4.0335
vertical_wind,ink_bottom,90.912,-5.5556
vertical_wind,ink_top,90.912,-4.7945
vertical_wind,ink_bottom,91.530,-5.5556
vertical_wind,ink_top,91.530,-4.7945
vertical_wind,ink_bottom,92.148,-5.5556
vertical_wind,ink_top,92.148,-4.7945
vertical_wind,ink_bottom,92.767,-5.5556
vertical_wind,ink_top,92.767,-4.0335
vertical_wind,ink_bottom,93.385,-4.7945
vertical_wind,ink_top,93.385,-4.0335
vertical_wind,ink_bottom,94.003,-4.7945
vertical_wind,ink_top,94.003,-4.0335
vertical_wind,ink_bottom,94.621,-4.0335
vertical_wind,ink_top,94.621,-3.2725
vertical_wind,ink_bottom,95.240,-4.0335
vertical_wind,ink_top,95.240,-3.2725
vertical_wind,ink_bottom,95.858,-4.0335
vertical_wind,ink_top,95.858,-3.2725
vertical_wind,ink_bottom,96.476,-4.0335
vertical_wind,ink_top,96.476,-4.0335
vertical_wind,ink_bottom,97.094,-4.7945
vertical_wind,ink_top,97.094,-4.0335
vertical_wind,ink_bottom,97.713,-4.7945
vertical_wind,ink_top,97.713,-4.0335
vertical_wind,ink_bottom,98.331,-5.5556
vertical_wind,ink_top,98.331,-4.7945
vertical_wind,ink_bottom,98.949,-5.5556
vertical_wind,ink_top,98.949,-4.0335
vertical_wind,ink_bottom,99.567,-5.5556
vertical_wind,ink_top,99.567,-1.7504
vertical_wind,ink_bottom,100.185,-4.0335
vertical_wind,ink_top,100.185,-0.2283
vertical_wind,ink_bottom,100.804,-4.0335
vertical_wind,ink_top,100.804,-0.2283
vertical_wind,ink_bottom,101.422,-5.5556
vertical_wind,ink_top,101.422,-2.5114
vertical_wind,ink_bottom,102.040,-5.5556
vertical_wind,ink_top,102.040,-2.5114
vertical_wind,ink_bottom,102.658,-4.0335
vertical_wind,ink_top,102.658,-0.9893
vertical_wind,ink_bottom,103.277,-1.7504
vertical_wind,ink_top,103.277,2.0548
vertical_wind,ink_bottom,103.895,-0.9893
vertical_wind,ink_top,103.895,2.0548
vertical_wind,ink_bottom,104.513,-2.5114
vertical_wind,ink_top,104.513,2.0548
vertical_wind,ink_bottom,105.131,-3.2725
vertical_wind,ink_top,105.131,0.5327
vertical_wind,ink_bottom,105.750,-3.2725
vertical_wind,ink_top,105.750,0.5327
vertical_wind,ink_bottom,106.368,-0.9893
vertical_wind,ink_top,106.368,0.5327
vertical_wind,ink_bottom,106.986,-0.2283
vertical_wind,ink_top,106.986,0.5327
vertical_wind,ink_bottom,107.604,-0.9893
vertical_wind,ink_top,107.604,0.5327
vertical_wind,ink_bottom,108.223,-0.9893
vertical_wind,ink_top,108.223,-0.2283
vertical_wind,ink_bottom,108.841,-0.9893
vertical_wind,ink_top,108.841,-0.2283
vertical_wind,ink_bottom,109.459,-0.9893
vertical_wind,ink_top,109.459,-0.2283
vertical_wind,ink_bottom,110.077,-0.9893
vertical_wind,ink_top,110.077,-0.2283
vertical_wind,ink_bottom,110.696,-0.9893
vertical_wind,ink_top,110.696,0.5327
vertical_wind,ink_bottom,111.314,-0.9893
vertical_wind,ink_top,111.314,0.5327
vertical_wind,ink_bottom,111.932,-0.2283
vertical_wind,ink_top,111.932,1.2938
vertical_wind,ink_bottom,112.550,-0.2283
vertical_wind,ink_top,112.550,1.2938
vertical_wind,ink_bottom,113.168,0.5327
vertical_wind,ink_top,113.168,2.0548
vertical_wind,ink_bottom,113.787,1.2938
vertical_wind,ink_top,113.787,2.8158
vertical_wind,ink_bottom,114.405,1.2938
vertical_wind,ink_top,114.405,2.8158
vertical_wind,ink_bottom,115.023,2.0548
vertical_wind,ink_top,115.023,2.8158
vertical_wind,ink_bottom,115.641,2.0548
vertical_wind,ink_top,115.641,2.8158
vertical_wind,ink_bottom,116.260,1.2938
vertical_wind,ink_top,116.260,2.8158
vertical_wind,ink_bottom,116.878,1.2938
vertical_wind,ink_top,116.878,2.0548
vertical_wind,ink_bottom,117.496,0.5327
vertical_wind,ink_top,117.496,2.0548
vertical_wind,ink_bottom,118.114,-0.2283
vertical_wind,ink_top,118.114,1.2938
vertical_wind,ink_bottom,118.733,-0.9893
vertical_wind,ink_top,118.733,0.5327
vertical_wind,ink_bottom,119.351,-1.7504
vertical_wind,ink_top,119.351,-0.2283
vertical_wind,ink_bottom,119.969,-1.7504
vertical_wind,ink_top,119.969,-0.9893
vertical_wind,ink_bottom,120.587,-1.7504
vertical_wind,ink_top,120.587,-0.2283
vertical_wind,ink_bottom,121.206,-1.7504
vertical_wind,ink_top,121.206,-0.2283
vertical_wind,ink_bottom,121.824,-0.9893
vertical_wind,ink_top,121.824,0.5327
vertical_wind,ink_bottom,122.442,-0.2283
vertical_wind,ink_top,122.442,0.5327
vertical_wind,ink_bottom,123.060,-0.2283
vertical_wind,ink_top,123.060,1.2938
vertical_wind,ink_bottom,123.679,0.5327
vertical_wind,ink_top,123.679,1.2938
vertical_wind,ink_bottom,124.297,0.5327
vertical_wind,ink_top,124.297,2.0548
vertical_wind,ink_bottom,124.915,0.5327
vertical_wind,ink_top,124.915,3.5769
vertical_wind,ink_bottom,125.533,1.2938
vertical_wind,ink_top,125.533,4.3379
vertical_wind,ink_bottom,126.151,2.8158
vertical_wind,ink_top,126.151,5.8600
vertical_wind,ink_bottom,126.770,4.3379
vertical_wind,ink_top,126.770,5.8600
vertical_wind,ink_bottom,127.388,5.0989
vertical_wind,ink_top,127.388,5.8600
vertical_wind,ink_bottom,128.006,5.0989
vertical_wind,ink_top,128.006,5.8600
vertical_wind,ink_bottom,128.624,5.0989
vertical_wind,ink_top,128.624,5.8600
vertical_wind,ink_bottom,129.243,5.0989
vertical_wind,ink_top,129.243,5.8600
vertical_wind,ink_bottom,129.861,4.3379
vertical_wind,ink_top,129.861,5.0989
vertical_wind,ink_bottom,130.479,4.3379
vertical_wind,ink_top,130.479,5.0989
vertical_wind,ink_bottom,131.097,3.5769
vertical_wind,ink_top,131.097,4.3379
vertical_wind,ink_bottom,131.716,2.8158
vertical_wind,ink_top,131.716,4.3379
vertical_wind,ink_bottom,132.334,2.8158
vertical_wind,ink_top,132.334,3.5769
vertical_wind,ink_bottom,132.952,2.0548
vertical_wind,ink_top,132.952,3.5769
vertical_wind,ink_bottom,133.570,2.0548
vertical_wind,ink_top,133.570,2.8158
vertical_wind,ink_bottom,134.189,2.0548
vertical_wind,ink_top,134.189,3.5769
vertical_wind,ink_bottom,134.807,2.8158
vertical_wind,ink_top,134.807,4.3379
vertical_wind,ink_bottom,135.425,3.5769
vertical_wind,ink_top,135.425,5.0989
vertical_wind,ink_bottom,136.043,3.5769
vertical_wind,ink_top,136.043,5.0989
vertical_wind,ink_bottom,136.662,4.3379
vertical_wind,ink_top,136.662,5.0989
vertical_wind,ink_bottom,137.280,4.3379
vertical_wind,ink_top,137.280,5.0989
vertical_wind,ink_bottom,137.898,4.3379
vertical_wind,ink_top,137.898,5.0989
vertical_wind,ink_bottom,138.516,4.3379
vertical_wind,ink_top,138.516,5.0989
vertical_wind,ink_bottom,139.134,4.3379
vertical_wind,ink_top,139.134,5.0989
vertical_wind,ink_bottom,139.753,4.3379
vertical_wind,ink_top,139.753,5.0989
vertical_wind,ink_bottom,140.371,4.3379
vertical_wind,ink_top,140.371,5.0989
vertical_wind,ink_bottom,140.989,4.3379
vertical_wind,ink_top,140.989,5.0989
vertical_wind,ink_bottom,141.607,3.5769
vertical_wind,ink_top,141.607,4.3379
vertical_wind,ink_bottom,142.226,2.8158
vertical_wind,ink_top,142.226,4.3379
vertical_wind,ink_bottom,142.844,2.8158
vertical_wind,ink_top,142.844,3.5769
vertical_wind,ink_bottom,143.462,2.8158
vertical_wind,ink_top,143.462,3.5769
vertical_wind,ink_bottom,144.080,2.8158
vertical_wind,ink_top,144.080,3.5769
vertical_wind,ink_bottom,144.699,2.8158
vertical_wind,ink_top,144.699,3.5769
vertical_wind,ink_bottom,145.317,2.8158
vertical_wind,ink_top,145.317,4.3379
vertical_wind,ink_bottom,145.935,2.8158
vertical_wind,ink_top,145.935,4.3379
vertical_wind,ink_bottom,146.553,3.5769
vertical_wind,ink_top,146.553,4.3379
vertical_wind,ink_bottom,147.172,3.5769
vertical_wind,ink_top,147.172,4.3379
vertical_wind,ink_bottom,147.790,3.5769
vertical_wind,ink_top,147.790,4.3379
vertical_wind,ink_bottom,148.408,3.5769
vertical_wind,ink_top,148.408,4.3379
vertical_wind,ink_bottom,149.026,3.5769
vertical_wind,ink_top,149.026,4.3379
vertical_wind,ink_bottom,149.645,2.8158
vertical_wind,ink_top,149.645,4.3379
vertical_wind,ink_bottom,150.263,3.5769
vertical_wind,ink_top,150.263,4.3379
vertical_wind,ink_bottom,150.881,3.5769
vertical_wind,ink_top,150.881,5.0989
vertical_wind,ink_bottom,151.499,3.5769
vertical_wind,ink_top,151.499,5.0989
vertical_wind,ink_bottom,152.117,4.3379
vertical_wind,ink_top,152.117,5.0989
vertical_wind,ink_bottom,152.736,4.3379
vertical_wind,ink_top,152.736,5.0989
vertical_wind,ink_bottom,153.354,4.3379
vertical_wind,ink_top,153.354,5.0989
vertical_wind,ink_bottom,153.972,4.3379
vertical_wind,ink_top,153.972,5.0989
vertical_wind,ink_bottom,154.590,3.5769
vertical_wind,ink_top,154.590,5.0989
vertical_wind,ink_bottom,155.209,2.8158
vertical_wind,ink_top,155.209,4.3379
vertical_wind,ink_bottom,155.827,2.8158
vertical_wind,ink_top,155.827,3.5769
vertical_wind,ink_bottom,156.445,2.8158
vertical_wind,ink_top,156.445,3.5769
vertical_wind,ink_bottom,157.063,2.8158
vertical_wind,ink_top,157.063,3.5769
vertical_wind,ink_bottom,157.682,2.8158
vertical_wind,ink_top,157.682,3.5769
vertical_wind,ink_bottom,158.300,2.8158
vertical_wind,ink_top,158.300,3.5769
vertical_wind,ink_bottom,158.918,3.5769
vertical_wind,ink_top,158.918,4.3379
vertical_wind,ink_bottom,159.536,3.5769
vertical_wind,ink_top,159.536,4.3379
vertical_wind,ink_bottom,160.155,3.5769
vertical_wind,ink_top,160.155,4.3379
vertical_wind,ink_bottom,160.773,3.5769
vertical_wind,ink_top,160.773,4.3379
vertical_wind,ink_bottom,161.391,3.5769
vertical_wind,ink_top,161.391,4.3379
vertical_wind,ink_bottom,162.009,3.5769
vertical_wind,ink_top,162.009,4.3379
vertical_wind,ink_bottom,162.628,3.5769
vertical_wind,ink_top,162.628,4.3379
vertical_wind,ink_bottom,163.246,3.5769
vertical_wind,ink_top,163.246,4.3379
vertical_wind,ink_bottom,163.864,3.5769
vertical_wind,ink_top,163.864,4.3379
vertical_wind,ink_bottom,164.482,2.8158
vertical_wind,ink_top,164.482,4.3379
vertical_wind,ink_bottom,165.100,2.8158
vertical_wind,ink_top,165.100,4.3379
vertical_wind,ink_bottom,165.719,3.5769
vertical_wind,ink_top,165.719,4.3379
vertical_wind,ink_bottom,166.337,3.5769
vertical_wind,ink_top,166.337,5.0989
vertical_wind,ink_bottom,166.955,4.3379
vertical_wind,ink_top,166.955,5.8600
vertical_wind,ink_bottom,167.573,4.3379
vertical_wind,ink_top,167.573,6.6210
vertical_wind,ink_bottom,168.192,5.0989
vertical_wind,ink_top,168.192,6.6210
vertical_wind,ink_bottom,168.810,5.8600
vertical_wind,ink_top,168.810,6.6210
vertical_wind,ink_bottom,169.428,5.8600
vertical_wind,ink_top,169.428,6.6210
vertical_wind,ink_bottom,170.046,5.8600
vertical_wind,ink_top,170.046,7.3820
vertical_wind,ink_bottom,170.665,5.8600
vertical_wind,ink_top,170.665,10.4262
vertical_wind,ink_bottom,171.283,7.3820
vertical_wind,ink_top,171.283,11.1872
vertical_wind,ink_bottom,171.901,6.6210
vertical_wind,ink_top,171.901,11.1872
vertical_wind,ink_bottom,172.519,4.3379
vertical_wind,ink_top,172.519,8.9041
vertical_wind,ink_bottom,173.138,3.5769
vertical_wind,ink_top,173.138,6.6210
vertical_wind,ink_bottom,173.756,4.3379
vertical_wind,ink_top,173.756,6.6210
vertical_wind,ink_bottom,174.374,5.0989
vertical_wind,ink_top,174.374,7.3820
vertical_wind,ink_bottom,174.992,5.8600
vertical_wind,ink_top,174.992,7.3820
vertical_wind,ink_bottom,175.611,6.6210
vertical_wind,ink_top,175.611,7.3820
vertical_wind,ink_bottom,176.229,5.8600
vertical_wind,ink_top,176.229,7.3820
vertical_wind,ink_bottom,176.847,3.5769
vertical_wind,ink_top,176.847,7.3820
vertical_wind,ink_bottom,177.465,2.8158
vertical_wind,ink_top,177.465,6.6210
vertical_wind,ink_bottom,178.083,2.8158
vertical_wind,ink_top,178.083,5.0989
vertical_wind,ink_bottom,178.702,3.5769
vertical_wind,ink_top,178.702,5.8600
vertical_wind,ink_bottom,179.320,4.3379
vertical_wind,ink_top,179.320,7.3820
vertical_wind,ink_bottom,179.938,5.0989
vertical_wind,ink_top,179.938,8.1431
vertical_wind,ink_bottom,180.556,5.8600
vertical_wind,ink_top,180.556,8.1431
vertical_wind,ink_bottom,181.175,5.0989
vertical_wind,ink_top,181.175,8.1431
vertical_wind,ink_bottom,181.793,4.3379
vertical_wind,ink_top,181.793,6.6210
vertical_wind,ink_bottom,182.411,4.3379
vertical_wind,ink_top,182.411,5.0989
vertical_wind,ink_bottom,183.029,4.3379
vertical_wind,ink_top,183.029,6.6210
vertical_wind,ink_bottom,183.648,5.0989
vertical_wind,ink_top,183.648,8.1431
vertical_wind,ink_bottom,184.266,5.8600
vertical_wind,ink_top,184.266,11.1872
vertical_wind,ink_bottom,184.884,7.3820
vertical_wind,ink_top,184.884,11.9482
vertical_wind,ink_bottom,185.502,9.6651
vertical_wind,ink_top,185.502,12.7093
vertical_wind,ink_bottom,186.121,11.9482
vertical_wind,ink_top,186.121,13.4703
vertical_wind,ink_bottom,186.739,12.7093
vertical_wind,ink_top,186.739,14.9924
vertical_wind,ink_bottom,187.357,13.4703
vertical_wind,ink_top,187.357,18.0365
vertical_wind,ink_bottom,187.975,14.2314
vertical_wind,ink_top,187.975,20.3196
vertical_wind,ink_bottom,188.594,16.5145
vertical_wind,ink_top,188.594,20.3196
vertical_wind,ink_bottom,189.212,19.5586
vertical_wind,ink_top,189.212,21.0807
vertical_wind,ink_bottom,189.830,19.5586
vertical_wind,ink_top,189.830,21.0807
vertical_wind,ink_bottom,190.448,19.5586
vertical_wind,ink_top,190.448,21.0807
vertical_wind,ink_bottom,191.066,18.7976
vertical_wind,ink_top,191.066,20.3196
vertical_wind,ink_bottom,191.685,18.0365
vertical_wind,ink_top,191.685,20.3196
vertical_wind,ink_bottom,192.303,18.0365
vertical_wind,ink_top,192.303,20.3196
vertical_wind,ink_bottom,192.921,18.0365
vertical_wind,ink_top,192.921,22.6027
vertical_wind,ink_bottom,193.539,18.7976
vertical_wind,ink_top,193.539,23.3638
vertical_wind,ink_bottom,194.158,21.0807
vertical_wind,ink_top,194.158,23.3638
vertical_wind,ink_bottom,194.776,22.6027
vertical_wind,ink_top,194.776,23.3638
vertical_wind,ink_bottom,195.394,22.6027
vertical_wind,ink_top,195.394,23.3638
vertical_wind,ink_bottom,196.012,21.8417
vertical_wind,ink_top,196.012,23.3638
vertical_wind,ink_bottom,196.631,21.0807
vertical_wind,ink_top,196.631,22.6027
vertical_wind,ink_bottom,197.249,20.3196
vertical_wind,ink_top,197.249,23.3638
vertical_wind,ink_bottom,197.867,21.0807
vertical_wind,ink_top,197.867,25.6469
vertical_wind,ink_bottom,198.485,21.8417
vertical_wind,ink_top,198.485,25.6469
vertical_wind,ink_bottom,199.104,18.7976
vertical_wind,ink_top,199.104,25.6469
vertical_wind,ink_bottom,199.722,10.4262
vertical_wind,ink_top,199.722,25.6469
vertical_wind,ink_bottom,200.340,8.9041
vertical_wind,ink_top,200.340,23.3638
vertical_wind,ink_bottom,200.958,8.1431
vertical_wind,ink_top,200.958,17.2755
vertical_wind,ink_bottom,201.577,8.1431
vertical_wind,ink_top,201.577,10.4262
vertical_wind,ink_bottom,202.195,5.8600
vertical_wind,ink_top,202.195,10.4262
vertical_wind,ink_bottom,202.813,2.0548
vertical_wind,ink_top,202.813,10.4262
vertical_wind,ink_bottom,203.431,1.2938
vertical_wind,ink_top,203.431,8.9041
vertical_wind,ink_bottom,204.049,1.2938
vertical_wind,ink_top,204.049,4.3379
vertical_wind,ink_bottom,204.668,0.5327
vertical_wind,ink_top,204.668,3.5769
vertical_wind,ink_bottom,205.286,-0.2283
vertical_wind,ink_top,205.286,3.5769
vertical_wind,ink_bottom,205.904,0.5327
vertical_wind,ink_top,205.904,20.3196
vertical_wind,ink_bottom,206.522,1.2938
vertical_wind,ink_top,206.522,65.9817
vertical_wind,ink_bottom,207.141,4.3379
vertical_wind,ink_top,207.141,65.9817
vertical_wind,ink_bottom,207.759,-25.3425
vertical_wind,ink_top,207.759,65.9817
vertical_wind,ink_bottom,208.377,-58.8280
vertical_wind,ink_top,208.377,64.4597
vertical_wind,ink_bottom,208.995,-61.8721
vertical_wind,ink_top,208.995,36.3014
vertical_wind,ink_bottom,209.614,-61.1111
vertical_wind,ink_top,209.614,17.2755
vertical_wind,ink_bottom,210.232,-42.8463
vertical_wind,ink_top,210.232,37.8234
vertical_wind,ink_bottom,210.850,4.3379
vertical_wind,ink_top,210.850,42.3896
vertical_wind,ink_bottom,211.468,18.0365
vertical_wind,ink_top,211.468,59.1324
vertical_wind,ink_bottom,212.087,26.4079
vertical_wind,ink_top,212.087,65.9817
vertical_wind,ink_bottom,212.705,-29.9087
vertical_wind,ink_top,212.705,65.9817
vertical_wind,ink_bottom,213.323,-73.2877
vertical_wind,ink_top,213.323,65.9817
vertical_wind,ink_bottom,213.941,-94.5967
vertical_wind,ink_top,213.941,47.7169
vertical_wind,ink_bottom,214.560,-94.5967
vertical_wind,ink_top,214.560,-33.7139
vertical_wind,ink_bottom,215.178,-93.8356
vertical_wind,ink_top,215.178,-41.3242
vertical_wind,ink_bottom,215.796,-69.4825
vertical_wind,ink_top,215.796,-29.9087
vertical_wind,ink_bottom,216.414,-49.6956
vertical_wind,ink_top,216.414,-26.1035
vertical_wind,ink_bottom,217.032,-39.8021
vertical_wind,ink_top,217.032,-16.9711
vertical_wind,ink_bottom,217.651,-28.3866
vertical_wind,ink_top,217.651,-14.6880
vertical_wind,ink_bottom,218.269,-24.5814
vertical_wind,ink_top,218.269,-13.1659
vertical_wind,ink_bottom,218.887,-16.2100
vertical_wind,ink_top,218.887,-0.2283
vertical_wind,ink_bottom,219.505,-15.4490
vertical_wind,ink_top,219.505,5.8600
vertical_wind,ink_bottom,220.124,-13.9269
vertical_wind,ink_top,220.124,6.6210
vertical_wind,ink_bottom,220.742,-5.5556
vertical_wind,ink_top,220.742,6.6210
vertical_wind,ink_bottom,221.360,-4.7945
vertical_wind,ink_top,221.360,8.1431
vertical_wind,ink_bottom,221.978,-4.0335
vertical_wind,ink_top,221.978,15.7534
vertical_wind,ink_bottom,222.597,-10.1218
vertical_wind,ink_top,222.597,16.5145
vertical_wind,ink_bottom,223.215,-23.0594
vertical_wind,ink_top,223.215,16.5145
vertical_wind,ink_bottom,223.833,-23.8204
vertical_wind,ink_top,223.833,15.7534
vertical_wind,ink_bottom,224.451,-23.0594
vertical_wind,ink_top,224.451,-0.9893
vertical_wind,ink_bottom,225.070,-22.2983
vertical_wind,ink_top,225.070,-0.2283
vertical_wind,ink_bottom,225.688,-13.1659
vertical_wind,ink_top,225.688,-0.2283
vertical_wind,ink_bottom,226.306,-11.6438
vertical_wind,ink_top,226.306,-0.9893
vertical_wind,ink_bottom,226.924,-11.6438
vertical_wind,ink_top,226.924,-6.3166
vertical_wind,ink_bottom,227.543,-10.8828
vertical_wind,ink_top,227.543,2.0548
vertical_wind,ink_bottom,228.161,-7.0776
vertical_wind,ink_top,228.161,5.8600
vertical_wind,ink_bottom,228.779,2.8158
vertical_wind,ink_top,228.779,18.7976
vertical_wind,ink_bottom,229.397,6.6210
vertical_wind,ink_top,229.397,19.5586
vertical_wind,ink_bottom,230.015,-4.7945
vertical_wind,ink_top,230.015,19.5586
vertical_wind,ink_bottom,230.634,-5.5556
vertical_wind,ink_top,230.634,12.7093
vertical_wind,ink_bottom,231.252,-5.5556
vertical_wind,ink_top,231.252,11.1872
vertical_wind,ink_bottom,231.870,0.5327
vertical_wind,ink_top,231.870,17.2755
vertical_wind,ink_bottom,232.488,5.8600
vertical_wind,ink_top,232.488,19.5586
vertical_wind,ink_bottom,233.107,11.1872
vertical_wind,ink_top,233.107,19.5586
vertical_wind,ink_bottom,233.725,11.1872
vertical_wind,ink_top,233.725,19.5586
vertical_wind,ink_bottom,234.343,11.9482
vertical_wind,ink_top,234.343,27.1689
vertical_wind,ink_bottom,234.961,13.4703
vertical_wind,ink_top,234.961,28.6910
vertical_wind,ink_bottom,235.580,-10.1218
vertical_wind,ink_top,235.580,28.6910
vertical_wind,ink_bottom,236.198,-10.8828
vertical_wind,ink_top,236.198,24.1248
vertical_wind,ink_bottom,236.816,-10.8828
vertical_wind,ink_top,236.816,8.9041
vertical_wind,ink_bottom,237.434,-2.5114
vertical_wind,ink_top,237.434,13.4703
vertical_wind,ink_bottom,238.053,3.5769
vertical_wind,ink_top,238.053,22.6027
vertical_wind,ink_bottom,238.671,9.6651
vertical_wind,ink_top,238.671,25.6469
vertical_wind,ink_bottom,239.289,2.0548
vertical_wind,ink_top,239.289,25.6469
vertical_wind,ink_bottom,239.907,-7.0776
vertical_wind,ink_top,239.907,14.9924
vertical_wind,ink_bottom,240.526,-10.1218
vertical_wind,ink_top,240.526,5.8600
vertical_wind,ink_bottom,241.144,-9.3607
vertical_wind,ink_top,241.144,5.0989
vertical_wind,ink_bottom,241.762,0.5327
vertical_wind,ink_top,241.762,12.7093
vertical_wind,ink_bottom,242.380,-0.9893
vertical_wind,ink_top,242.380,13.4703
vertical_wind,ink_bottom,242.998,-2.5114
vertical_wind,ink_top,242.998,13.4703
vertical_wind,ink_bottom,243.617,-2.5114
vertical_wind,ink_top,243.617,7.3820
vertical_wind,ink_bottom,244.235,0.5327
vertical_wind,ink_top,244.235,3.5769
vertical_wind,ink_bottom,244.853,2.0548
vertical_wind,ink_top,244.853,5.0989
vertical_wind,ink_bottom,245.471,2.8158
vertical_wind,ink_top,245.471,6.6210
vertical_wind,ink_bottom,246.090,0.5327
vertical_wind,ink_top,246.090,7.3820
vertical_wind,ink_bottom,246.708,-6.3166
vertical_wind,ink_top,246.708,7.3820
vertical_wind,ink_bottom,247.326,-8.5997
vertical_wind,ink_top,247.326,6.6210
vertical_wind,ink_bottom,247.944,-9.3607
vertical_wind,ink_top,247.944,1.2938
vertical_wind,ink_bottom,248.563,-7.8387
vertical_wind,ink_top,248.563,2.8158
vertical_wind,ink_bottom,249.181,-6.3166
vertical_wind,ink_top,249.181,2.8158
vertical_wind,ink_bottom,249.799,-13.1659
vertical_wind,ink_top,249.799,2.8158
vertical_wind,ink_bottom,250.417,-13.1659
vertical_wind,ink_top,250.417,-4.0335
vertical_wind,ink_bottom,251.036,-12.4049
vertical_wind,ink_top,251.036,-4.0335
vertical_wind,ink_bottom,251.654,-6.3166
vertical_wind,ink_top,251.654,-1.7504
vertical_wind,ink_bottom,252.272,-4.7945
vertical_wind,ink_top,252.272,-1.7504
vertical_wind,ink_bottom,252.890,-4.7945
vertical_wind,ink_top,252.890,-3.2725
vertical_wind,ink_bottom,253.509,-6.3166
vertical_wind,ink_top,253.509,-3.2725
vertical_wind,ink_bottom,254.127,-6.3166
vertical_wind,ink_top,254.127,-3.2725
vertical_wind,ink_bottom,254.745,-6.3166
vertical_wind,ink_top,254.745,2.0548
vertical_wind,ink_bottom,255.363,-4.0335
vertical_wind,ink_top,255.363,5.0989
vertical_wind,ink_bottom,255.981,1.2938
vertical_wind,ink_top,255.981,8.1431
vertical_wind,ink_bottom,256.600,0.5327
vertical_wind,ink_top,256.600,8.1431
vertical_wind,ink_bottom,257.218,-4.7945
vertical_wind,ink_top,257.218,8.1431
vertical_wind,ink_bottom,257.836,-7.0776
vertical_wind,ink_top,257.836,4.3379
vertical_wind,ink_bottom,258.454,-7.0776
vertical_wind,ink_top,258.454,-3.2725
vertical_wind,ink_bottom,259.073,-10.8828
vertical_wind,ink_top,259.073,-4.0335
vertical_wind,ink_bottom,259.691,-12.4049
vertical_wind,ink_top,259.691,-6.3166
vertical_wind,ink_bottom,260.309,-12.4049
vertical_wind,ink_top,260.309,-7.0776
vertical_wind,ink_bottom,260.927,-12.4049
vertical_wind,ink_top,260.927,-0.2283
vertical_wind,ink_bottom,261.546,-7.0776
vertical_wind,ink_top,261.546,1.2938
vertical_wind,ink_bottom,262.164,-5.5556
vertical_wind,ink_top,262.164,1.2938
vertical_wind,ink_bottom,262.782,-5.5556
vertical_wind,ink_top,262.782,-0.2283
vertical_wind,ink_bottom,263.400,-5.5556
vertical_wind,ink_top,263.400,-0.9893
vertical_wind,ink_bottom,264.019,-4.7945
vertical_wind,ink_top,264.019,0.5327
vertical_wind,ink_bottom,264.637,-5.5556
vertical_wind,ink_top,264.637,0.5327
vertical_wind,ink_bottom,265.255,-6.3166
vertical_wind,ink_top,265.255,-2.5114
vertical_wind,ink_bottom,265.873,-7.0776
vertical_wind,ink_top,265.873,-4.7945
vertical_wind,ink_bottom,266.491,-13.1659
vertical_wind,ink_top,266.491,-5.5556
vertical_wind,ink_bottom,267.110,-17.7321
vertical_wind,ink_top,267.110,-6.3166
vertical_wind,ink_bottom,267.728,-18.4932
vertical_wind,ink_top,267.728,-11.6438
vertical_wind,ink_bottom,268.346,-17.7321
vertical_wind,ink_top,268.346,-12.4049
vertical_wind,ink_bottom,268.964,-15.4490
vertical_wind,ink_top,268.964,-10.8828
vertical_wind,ink_bottom,269.583,-16.2100
vertical_wind,ink_top,269.583,-10.8828
vertical_wind,ink_bottom,270.201,-18.4932
vertical_wind,ink_top,270.201,-12.4049
vertical_wind,ink_bottom,270.819,-18.4932
vertical_wind,ink_top,270.819,-13.1659
vertical_wind,ink_bottom,271.437,-17.7321
vertical_wind,ink_top,271.437,-10.8828
vertical_wind,ink_bottom,272.056,-15.4490
vertical_wind,ink_top,272.056,-10.8828
vertical_wind,ink_bottom,272.674,-18.4932
vertical_wind,ink_top,272.674,-10.8828
vertical_wind,ink_bottom,273.292,-20.7763
vertical_wind,ink_top,273.292,-13.9269
